dataset,classifier,dataset_subset,method,tpr,fpr,precision,accuracy,f1,n_neighbors,weights,best_objective_value,best_thresholds,best_epsilons,max_epsilon,lambda,global_metric,sensitive_attr
ACSEmployment,knn,2.0,original,0.8546829063418732,0.25248579545454547,0.7410779315367808,0.7966134308254762,0.7938365515896235,20,uniform,,,,,,,SEX
ACSEmployment,knn,overall,fair,0.6961890568447946,0.07317546583850931,0.8966273649574993,0.8168341963651132,0.783796740172579,20,uniform,0.09383337173330475,"{1.0: 0.625, 2.0: 0.625}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.1,accuracy,SEX
ACSEmployment,knn,1.0,fair,0.7072538860103627,0.06806506849315068,0.9115191986644408,0.8200773860705073,0.7964989059080962,20,uniform,0.09383337173330475,"{1.0: 0.625, 2.0: 0.625}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.1,accuracy,SEX
ACSEmployment,knn,2.0,fair,0.6854262914741706,0.07741477272727272,0.8821621621621621,0.813931114104291,0.7714488300638147,20,uniform,0.09383337173330475,"{1.0: 0.625, 2.0: 0.625}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.1,accuracy,SEX
ACSEmployment,knn,overall,fair,0.6961890568447946,0.07317546583850931,0.8966273649574993,0.8168341963651132,0.783796740172579,20,uniform,0.1304665324602821,"{1.0: 0.6153846153846154, 2.0: 0.6153846153846154}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.3,accuracy,SEX
ACSEmployment,knn,1.0,fair,0.7072538860103627,0.06806506849315068,0.9115191986644408,0.8200773860705073,0.7964989059080962,20,uniform,0.1304665324602821,"{1.0: 0.6153846153846154, 2.0: 0.6153846153846154}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.3,accuracy,SEX
ACSEmployment,knn,2.0,fair,0.6854262914741706,0.07741477272727272,0.8821621621621621,0.813931114104291,0.7714488300638147,20,uniform,0.1304665324602821,"{1.0: 0.6153846153846154, 2.0: 0.6153846153846154}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.3,accuracy,SEX
ACSEmployment,knn,overall,fair,0.6961890568447946,0.07317546583850931,0.8966273649574993,0.8168341963651132,0.783796740172579,20,uniform,0.16709969318725945,"{1.0: 0.6071428571428571, 2.0: 0.6071428571428571}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.5,accuracy,SEX
ACSEmployment,knn,1.0,fair,0.7072538860103627,0.06806506849315068,0.9115191986644408,0.8200773860705073,0.7964989059080962,20,uniform,0.16709969318725945,"{1.0: 0.6071428571428571, 2.0: 0.6071428571428571}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.5,accuracy,SEX
ACSEmployment,knn,2.0,fair,0.6854262914741706,0.07741477272727272,0.8821621621621621,0.813931114104291,0.7714488300638147,20,uniform,0.16709969318725945,"{1.0: 0.6071428571428571, 2.0: 0.6071428571428571}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.5,accuracy,SEX
ACSEmployment,knn,overall,fair,0.6961890568447946,0.07317546583850931,0.8966273649574993,0.8168341963651132,0.783796740172579,20,uniform,0.2037328539142368,"{1.0: 0.6333333333333333, 2.0: 0.6333333333333333}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.7,accuracy,SEX
ACSEmployment,knn,1.0,fair,0.7072538860103627,0.06806506849315068,0.9115191986644408,0.8200773860705073,0.7964989059080962,20,uniform,0.2037328539142368,"{1.0: 0.6333333333333333, 2.0: 0.6333333333333333}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.7,accuracy,SEX
ACSEmployment,knn,2.0,fair,0.6854262914741706,0.07741477272727272,0.8821621621621621,0.813931114104291,0.7714488300638147,20,uniform,0.2037328539142368,"{1.0: 0.6333333333333333, 2.0: 0.6333333333333333}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.7,accuracy,SEX
ACSEmployment,knn,overall,fair,0.6961890568447946,0.07317546583850931,0.8966273649574993,0.8168341963651132,0.783796740172579,20,uniform,0.24036601464121415,"{1.0: 0.625, 2.0: 0.625}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.9,accuracy,SEX
ACSEmployment,knn,1.0,fair,0.7072538860103627,0.06806506849315068,0.9115191986644408,0.8200773860705073,0.7964989059080962,20,uniform,0.24036601464121415,"{1.0: 0.625, 2.0: 0.625}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.9,accuracy,SEX
ACSEmployment,knn,2.0,fair,0.6854262914741706,0.07741477272727272,0.8821621621621621,0.813931114104291,0.7714488300638147,20,uniform,0.24036601464121415,"{1.0: 0.625, 2.0: 0.625}","{1.0: {2.0: array([0.02182759, 0.0093497 , 0.02935704])}, 2.0: {1.0: array([0.02182759, 0.0093497 , 0.02935704])}}",1.0,0.9,accuracy,SEX
students,knn,overall,original,1.0,0.0,1.0,1.0,1.0,10,distance,,,,,,,sex
students,knn,0,original,1.0,0.0,1.0,1.0,1.0,10,distance,,,,,,,sex
students,knn,1,original,1.0,0.0,1.0,1.0,1.0,10,distance,,,,,,,sex
students,knn,overall,fair,1.0,0.13513513513513514,0.6764705882352942,0.8946360153256705,0.8070175438596491,10,distance,0.04750089410893752,"{0: 0.03333333333333333, 1: 0.1}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.1,accuracy,sex
students,knn,0,fair,1.0,0.13793103448275862,0.6862745098039216,0.8940397350993378,0.813953488372093,10,distance,0.04750089410893752,"{0: 0.03333333333333333, 1: 0.1}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.1,accuracy,sex
students,knn,1,fair,1.0,0.13304721030042918,0.6684491978609626,0.8950930626057529,0.8012820512820513,10,distance,0.04750089410893752,"{0: 0.03333333333333333, 1: 0.1}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.1,accuracy,sex
students,knn,overall,fair,1.0,0.13513513513513514,0.6764705882352942,0.8946360153256705,0.8070175438596491,10,distance,0.06857369104380343,"{0: 0.03125, 1: 0.0625}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.3,accuracy,sex
students,knn,0,fair,1.0,0.13793103448275862,0.6862745098039216,0.8940397350993378,0.813953488372093,10,distance,0.06857369104380343,"{0: 0.03125, 1: 0.0625}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.3,accuracy,sex
students,knn,1,fair,1.0,0.13304721030042918,0.6684491978609626,0.8950930626057529,0.8012820512820513,10,distance,0.06857369104380343,"{0: 0.03125, 1: 0.0625}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.3,accuracy,sex
students,knn,overall,fair,1.0,0.13513513513513514,0.6764705882352942,0.8946360153256705,0.8070175438596491,10,distance,0.08964648797866932,"{0: 0.03125, 1: 0.0625}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.5,accuracy,sex
students,knn,0,fair,1.0,0.13793103448275862,0.6862745098039216,0.8940397350993378,0.813953488372093,10,distance,0.08964648797866932,"{0: 0.03125, 1: 0.0625}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.5,accuracy,sex
students,knn,1,fair,1.0,0.13304721030042918,0.6684491978609626,0.8950930626057529,0.8012820512820513,10,distance,0.08964648797866932,"{0: 0.03125, 1: 0.0625}","{0: {1: array([0.        , 0.00488382, 0.01782531])}, 1: {0: array([0.        , 0.00488382, 0.01782531])}}",1.0,0.5,accuracy,sex
students,knn,overall,fair,0.8608695652173913,0.011056511056511056,0.9565217391304348,0.960727969348659,0.9061784897025171,10,distance,0.10908023903513554,"{0: 0.40625, 1: 0.40625}","{0: {1: array([0.00685714, 0.00927433, 0.03913043])}, 1: {0: array([0.00685714, 0.00927433, 0.03913043])}}",1.0,0.7,accuracy,sex
students,knn,0,fair,0.8571428571428571,0.005747126436781609,0.9782608695652174,0.9624724061810155,0.9137055837563451,10,distance,0.10908023903513554,"{0: 0.40625, 1: 0.40625}","{0: {1: array([0.00685714, 0.00927433, 0.03913043])}, 1: {0: array([0.00685714, 0.00927433, 0.03913043])}}",1.0,0.7,accuracy,sex
students,knn,1,fair,0.864,0.015021459227467811,0.9391304347826087,0.9593908629441624,0.9,10,distance,0.10908023903513554,"{0: 0.40625, 1: 0.40625}","{0: {1: array([0.00685714, 0.00927433, 0.03913043])}, 1: {0: array([0.00685714, 0.00927433, 0.03913043])}}",1.0,0.7,accuracy,sex
students,knn,overall,fair,0.8608695652173913,0.011056511056511056,0.9565217391304348,0.960727969348659,0.9061784897025171,10,distance,0.11693464516540375,"{0: 0.40625, 1: 0.40625}","{0: {1: array([0.00685714, 0.00927433, 0.03913043])}, 1: {0: array([0.00685714, 0.00927433, 0.03913043])}}",1.0,0.9,accuracy,sex
students,knn,0,fair,0.8571428571428571,0.005747126436781609,0.9782608695652174,0.9624724061810155,0.9137055837563451,10,distance,0.11693464516540375,"{0: 0.40625, 1: 0.40625}","{0: {1: array([0.00685714, 0.00927433, 0.03913043])}, 1: {0: array([0.00685714, 0.00927433, 0.03913043])}}",1.0,0.9,accuracy,sex
students,knn,1,fair,0.864,0.015021459227467811,0.9391304347826087,0.9593908629441624,0.9,10,distance,0.11693464516540375,"{0: 0.40625, 1: 0.40625}","{0: {1: array([0.00685714, 0.00927433, 0.03913043])}, 1: {0: array([0.00685714, 0.00927433, 0.03913043])}}",1.0,0.9,accuracy,sex
